Datetime, D6063059, 1stStgSens, Tube, Null, 2ndStgHeat, 1stStgHeat, AIO 1, AIO 2, AIO 3, AIO 4, DIO, Relays, V1, V2, V3
2:22:30.329 PM 2/13/2018 , 3.735426, 45.54783, 48.16302, NaN, 0.950847, 32.98924, 0.416111, 0.412196, 0.409640, 0.938128, 0, 0, 3.960262, 45.55309, NaN 
2:22:31.331 PM 2/13/2018 , 4.280199, 45.55588, 48.16310, NaN, 0.950851, 32.98729, 0.416144, 0.412231, 0.409663, 0.938221, 0, 0, 3.959917, 45.55284, NaN 
2:22:32.332 PM 2/13/2018 , 3.687791, 45.54753, 48.16667, NaN, 0.950689, 32.98829, 0.416125, 0.412218, 0.409662, 0.938194, 0, 0, 3.959615, 45.55262, NaN 
2:22:33.333 PM 2/13/2018 , 4.232837, 45.55446, 48.17069, NaN, 0.950373, 32.98928, 0.416116, 0.412217, 0.409649, 0.938194, 0, 0, 3.959318, 45.55241, NaN 
2:22:34.335 PM 2/13/2018 , 3.798594, 45.54999, 48.16667, NaN, 0.950684, 32.98838, 0.416186, 0.412269, 0.409706, 0.938186, 0, 0, 3.959058, 45.55225, NaN 
2:22:35.336 PM 2/13/2018 , 3.841125, 45.55193, 48.16548, NaN, 0.950763, 32.98834, 0.416142, 0.412232, 0.409680, 0.938182, 0, 0, 3.958896, 45.55210, NaN 
2:22:36.328 PM 2/13/2018 , 4.145792, 45.55349, 48.16243, NaN, 0.950852, 32.98923, 0.416153, 0.412245, 0.409683, 0.938223, 0, 0, 3.958755, 45.55196, NaN 
2:22:37.329 PM 2/13/2018 , 3.725832, 45.54917, 48.14812, NaN, 0.950686, 32.98840, 0.416100, 0.412196, 0.409639, 0.938092, 0, 0, 3.958600, 45.55188, NaN 
2:22:38.331 PM 2/13/2018 , 4.293861, 45.55573, 48.14059, NaN, 0.950766, 32.98820, 0.416117, 0.412208, 0.409652, 0.938115, 0, 0, 3.958502, 45.55189, NaN 
2:22:39.332 PM 2/13/2018 , 3.688383, 45.54970, 48.13203, NaN, 0.950769, 32.98830, 0.416054, 0.412163, 0.409594, 0.938046, 0, 0, 3.958471, 45.55198, NaN 
2:22:40.333 PM 2/13/2018 , 4.182818, 45.55610, 48.12718, NaN, 0.950686, 32.98623, 0.416113, 0.412213, 0.409653, 0.938069, 0, 0, 3.958530, 45.55210, NaN 
2:22:41.325 PM 2/13/2018 , 3.840796, 45.55356, 48.11884, NaN, 0.950682, 32.98731, 0.416133, 0.412219, 0.409660, 0.938153, 0, 0, 3.958648, 45.55226, NaN 
2:22:42.336 PM 2/13/2018 , 3.815675, 45.55342, 48.11250, NaN, 0.950767, 32.98633, 0.416172, 0.412236, 0.409673, 0.938208, 0, 0, 3.958751, 45.55243, NaN 
2:22:43.328 PM 2/13/2018 , 4.176845, 45.55617, 48.10953, NaN, 0.950851, 32.98738, 0.416161, 0.412251, 0.409699, 0.938153, 0, 0, 3.958773, 45.55263, NaN 
2:22:44.329 PM 2/13/2018 , 3.715720, 45.55118, 48.10513, NaN, 0.950764, 32.98733, 0.416126, 0.412218, 0.409653, 0.938149, 0, 0, 3.958738, 45.55281, NaN 
2:22:45.331 PM 2/13/2018 , 4.302414, 45.55871, 48.09492, NaN, 0.950684, 32.98731, 0.416161, 0.412233, 0.409673, 0.938214, 0, 0, 3.958660, 45.55301, NaN 
2:22:46.332 PM 2/13/2018 , 3.693487, 45.55215, 48.08099, NaN, 0.950688, 32.98624, 0.416184, 0.412264, 0.409707, 0.938195, 0, 0, 3.958541, 45.55327, NaN 
2:22:47.334 PM 2/13/2018 , 4.121458, 45.55670, 48.06661, NaN, 0.950855, 32.98819, 0.416095, 0.412179, 0.409628, 0.938167, 0, 0, 3.958490, 45.55363, NaN 
2:22:48.335 PM 2/13/2018 , 3.896142, 45.55513, 48.05498, NaN, 0.950767, 32.98823, 0.416090, 0.412181, 0.409607, 0.938145, 0, 0, 3.958535, 45.55405, NaN 
2:22:49.336 PM 2/13/2018 , 3.793330, 45.55625, 48.04887, NaN, 0.950679, 32.98730, 0.416070, 0.412166, 0.409597, 0.938104, 0, 0, 3.958692, 45.55445, NaN 
2:22:50.328 PM 2/13/2018 , 4.205723, 45.55871, 48.04113, NaN, 0.950687, 32.98731, 0.416088, 0.412192, 0.409647, 0.938148, 0, 0, 3.958992, 45.55490, NaN 
2:22:51.329 PM 2/13/2018 , 3.709277, 45.55528, 48.02719, NaN, 0.950769, 32.98738, 0.416121, 0.412211, 0.409651, 0.938272, 0, 0, 3.959293, 45.55541, NaN 
2:22:52.341 PM 2/13/2018 , 4.307168, 45.56213, 48.02265, NaN, 0.950596, 32.98732, 0.416037, 0.412150, 0.409583, 0.938116, 0, 0, 3.959441, 45.55586, NaN 
2:22:53.342 PM 2/13/2018 , 3.704940, 45.55521, 48.00976, NaN, 0.950684, 32.98727, 0.416076, 0.412176, 0.409604, 0.938146, 0, 0, 3.959464, 45.55633, NaN 
2:22:54.334 PM 2/13/2018 , 4.053891, 45.56176, 47.99821, NaN, 0.950773, 32.98725, 0.416094, 0.412194, 0.409629, 0.938140, 0, 0, 3.959500, 45.55687, NaN 
2:22:55.335 PM 2/13/2018 , 3.951933, 45.55997, 47.98637, NaN, 0.950598, 32.98732, 0.416072, 0.412182, 0.409621, 0.938168, 0, 0, 3.959587, 45.55742, NaN 
2:22:56.336 PM 2/13/2018 , 3.775538, 45.55826, 47.97519, NaN, 0.950854, 32.98834, 0.416101, 0.412205, 0.409633, 0.938232, 0, 0, 3.959709, 45.55785, NaN 
2:22:57.338 PM 2/13/2018 , 4.230252, 45.56176, 47.96520, NaN, 0.950681, 32.98732, 0.416172, 0.412250, 0.409695, 0.938359, 0, 0, 3.959788, 45.55821, NaN 
2:22:58.339 PM 2/13/2018 , 3.703511, 45.55625, 47.94680, NaN, 0.950679, 32.98820, 0.416117, 0.412219, 0.409661, 0.938327, 0, 0, 3.959821, 45.55858, NaN 
2:22:59.341 PM 2/13/2018 , 4.305177, 45.56467, 47.94166, NaN, 0.950768, 32.98731, 0.416104, 0.412192, 0.409637, 0.938276, 0, 0, 3.959867, 45.55897, NaN 
2:23:00.342 PM 2/13/2018 , 3.720161, 45.55580, 47.93212, NaN, 0.950684, 32.98728, 0.416101, 0.412201, 0.409633, 0.938254, 0, 0, 3.959923, 45.55935, NaN 
2:23:01.344 PM 2/13/2018 , 3.989327, 45.56370, 47.92691, NaN, 0.950600, 32.98730, 0.416059, 0.412166, 0.409604, 0.938189, 0, 0, 3.959983, 45.55965, NaN 
2:23:02.335 PM 2/13/2018 , 4.008014, 45.56102, 47.91648, NaN, 0.950766, 32.98733, 0.416066, 0.412167, 0.409605, 0.938150, 0, 0, 3.960045, 45.55992, NaN 
2:23:03.337 PM 2/13/2018 , 3.760683, 45.55997, 47.90731, NaN, 0.950679, 32.98629, 0.416037, 0.412153, 0.409588, 0.938180, 0, 0, 3.960175, 45.56022, NaN 
2:23:04.338 PM 2/13/2018 , 4.249969, 45.56444, 47.90538, NaN, 0.950682, 32.98626, 0.416112, 0.412203, 0.409627, 0.938295, 0, 0, 3.960314, 45.56055, NaN 
2:23:05.339 PM 2/13/2018 , 3.696954, 45.55833, 47.89718, NaN, 0.950603, 32.98735, 0.416108, 0.412194, 0.409633, 0.938286, 0, 0, 3.960406, 45.56087, NaN 
2:23:06.341 PM 2/13/2018 , 4.294289, 45.56683, 47.88809, NaN, 0.950850, 32.98820, 0.416118, 0.412215, 0.409645, 0.938287, 0, 0, 3.960498, 45.56115, NaN 
2:23:07.342 PM 2/13/2018 , 3.741299, 45.55908, 47.87840, NaN, 0.950687, 32.98817, 0.416046, 0.412148, 0.409581, 0.938259, 0, 0, 3.960583, 45.56140, NaN 
2:23:08.344 PM 2/13/2018 , 3.937544, 45.56393, 47.86678, NaN, 0.950772, 32.98626, 0.416133, 0.412198, 0.409647, 0.938334, 0, 0, 3.960708, 45.56170, NaN 
2:23:09.345 PM 2/13/2018 , 4.056465, 45.56415, 47.85597, NaN, 0.950680, 32.98735, 0.416124, 0.412203, 0.409638, 0.938328, 0, 0, 3.960842, 45.56206, NaN 
2:23:10.347 PM 2/13/2018 , 3.750297, 45.56161, 47.84196, NaN, 0.950851, 32.98737, 0.416107, 0.412189, 0.409624, 0.938286, 0, 0, 3.960972, 45.56244, NaN 
2:23:11.348 PM 2/13/2018 , 4.266790, 45.56899, 47.83444, NaN, 0.950685, 32.98838, 0.416135, 0.412225, 0.409657, 0.938300, 0, 0, 3.961096, 45.56283, NaN 
2:23:12.350 PM 2/13/2018 , 3.693748, 45.56251, 47.82706, NaN, 0.950849, 32.98824, 0.416126, 0.412206, 0.409633, 0.938344, 0, 0, 3.961237, 45.56321, NaN 
2:23:13.341 PM 2/13/2018 , 4.276145, 45.56705, 47.82438, NaN, 0.950683, 32.98831, 0.416167, 0.412256, 0.409696, 0.938305, 0, 0, 3.961431, 45.56368, NaN 
2:23:14.342 PM 2/13/2018 , 3.765185, 45.56579, 47.81388, NaN, 0.950693, 32.98818, 0.416169, 0.412249, 0.409678, 0.938276, 0, 0, 3.961608, 45.56426, NaN 
2:23:15.344 PM 2/13/2018 , 3.892779, 45.56899, 47.80292, NaN, 0.950768, 32.98631, 0.416183, 0.412266, 0.409692, 0.938340, 0, 0, 3.961766, 45.56487, NaN 
2:23:16.345 PM 2/13/2018 , 4.100309, 45.56937, 47.80009, NaN, 0.950682, 32.98736, 0.416132, 0.412212, 0.409650, 0.938281, 0, 0, 3.961928, 45.56553, NaN 
2:23:17.347 PM 2/13/2018 , 3.740340, 45.56482, 47.78839, NaN, 0.950680, 32.98731, 0.416237, 0.412310, 0.409752, 0.938354, 0, 0, 3.962080, 45.56628, NaN 
2:23:18.348 PM 2/13/2018 , 4.280110, 45.57070, 47.78541, NaN, 0.950682, 32.98729, 0.416183, 0.412257, 0.409703, 0.938256, 0, 0, 3.962114, 45.56692, NaN 
2:23:19.350 PM 2/13/2018 , 3.690629, 45.56154, 47.77573, NaN, 0.950771, 32.98632, 0.416234, 0.412300, 0.409746, 0.938348, 0, 0, 3.962022, 45.56728, NaN 
2:23:20.341 PM 2/13/2018 , 4.248052, 45.57204, 47.77692, NaN, 0.950767, 32.98718, 0.416238, 0.412312, 0.409757, 0.938372, 0, 0, 3.961942, 45.56748, NaN 
2:23:21.342 PM 2/13/2018 , 3.790347, 45.56705, 47.77506, NaN, 0.950852, 32.98625, 0.416173, 0.412266, 0.409698, 0.938196, 0, 0, 3.961890, 45.56766, NaN 
2:23:22.344 PM 2/13/2018 , 3.853913, 45.56921, 47.77148, NaN, 0.950769, 32.98818, 0.416191, 0.412277, 0.409704, 0.938153, 0, 0, 3.961856, 45.56791, NaN 
2:23:23.345 PM 2/13/2018 , 4.137806, 45.57160, 47.76723, NaN, 0.950765, 32.98735, 0.416176, 0.412262, 0.409697, 0.938134, 0, 0, 3.961718, 45.56822, NaN 
2:23:24.347 PM 2/13/2018 , 3.730836, 45.57040, 47.75740, NaN, 0.950684, 32.98630, 0.416060, 0.412183, 0.409614, 0.938013, 0, 0, 3.961513, 45.56849, NaN 
2:23:25.348 PM 2/13/2018 , 4.292139, 45.57532, 47.75196, NaN, 0.950683, 32.98733, 0.416126, 0.412214, 0.409655, 0.938039, 0, 0, 3.961333, 45.56885, NaN 
2:23:26.350 PM 2/13/2018 , 3.689795, 45.56668, 47.74153, NaN, 0.950764, 32.98823, 0.416106, 0.412210, 0.409647, 0.938011, 0, 0, 3.961149, 45.56940, NaN 
2:23:27.351 PM 2/13/2018 , 4.204257, 45.57458, 47.73326, NaN, 0.950850, 32.98818, 0.416147, 0.412252, 0.409686, 0.938131, 0, 0, 3.961003, 45.57001, NaN 
2:23:28.342 PM 2/13/2018 , 3.825496, 45.56959, 47.73408, NaN, 0.950686, 32.98828, 0.416213, 0.412288, 0.409733, 0.938110, 0, 0, 3.960912, 45.57052, NaN 
2:23:29.344 PM 2/13/2018 , 3.825516, 45.57093, 47.72700, NaN, 0.950686, 32.98732, 0.416223, 0.412315, 0.409740, 0.938187, 0, 0, 3.960866, 45.57086, NaN 
2:23:30.345 PM 2/13/2018 , 4.167126, 45.57480, 47.71962, NaN, 0.950684, 32.98825, 0.416134, 0.412250, 0.409683, 0.938021, 0, 0, 3.960766, 45.57104, NaN 
2:23:31.347 PM 2/13/2018 , 3.720799, 45.56974, 47.71158, NaN, 0.950679, 32.98823, 0.416151, 0.412245, 0.409688, 0.937974, 0, 0, 3.960621, 45.57120, NaN 
2:23:32.348 PM 2/13/2018 , 4.301240, 45.57614, 47.70591, NaN, 0.950768, 32.98730, 0.416174, 0.412290, 0.409715, 0.938068, 0, 0, 3.960464, 45.57145, NaN 
2:23:33.350 PM 2/13/2018 , 3.692367, 45.57056, 47.68863, NaN, 0.950684, 32.98725, 0.416223, 0.412327, 0.409772, 0.938101, 0, 0, 3.960267, 45.57181, NaN 
2:23:34.351 PM 2/13/2018 , 4.151043, 45.57637, 47.67842, NaN, 0.950533, 32.98827, 0.416141, 0.412262, 0.409717, 0.938016, 0, 0, 3.960139, 45.57217, NaN 
2:23:35.353 PM 2/13/2018 , 3.872111, 45.57555, 47.66672, NaN, 0.950685, 32.98818, 0.416188, 0.412289, 0.409725, 0.938054, 0, 0, 3.960136, 45.57260, NaN 
2:23:36.344 PM 2/13/2018 , 3.804150, 45.57480, 47.65607, NaN, 0.950686, 32.98726, 0.416226, 0.412308, 0.409744, 0.938103, 0, 0, 3.960239, 45.57316, NaN 
2:23:37.345 PM 2/13/2018 , 4.196523, 45.57868, 47.64690, NaN, 0.950766, 32.98730, 0.416238, 0.412331, 0.409774, 0.938159, 0, 0, 3.960397, 45.57377, NaN 
2:23:38.347 PM 2/13/2018 , 3.713537, 45.57271, 47.63624, NaN, 0.950685, 32.98732, 0.416130, 0.412250, 0.409691, 0.938028, 0, 0, 3.960590, 45.57435, NaN 
2:23:39.348 PM 2/13/2018 , 4.308126, 45.58054, 47.63409, NaN, 0.950681, 32.98733, 0.416017, 0.412147, 0.409592, 0.937893, 0, 0, 3.960802, 45.57490, NaN 
2:23:40.350 PM 2/13/2018 , 3.700375, 45.57473, 47.62067, NaN, 0.950681, 32.98733, 0.416109, 0.412198, 0.409634, 0.937941, 0, 0, 3.960959, 45.57539, NaN 
2:23:41.351 PM 2/13/2018 , 4.088417, 45.58009, 47.61180, NaN, 0.950680, 32.98733, 0.416109, 0.412223, 0.409659, 0.937964, 0, 0, 3.961112, 45.57577, NaN 
2:23:42.353 PM 2/13/2018 , 3.928394, 45.57793, 47.60040, NaN, 0.950450, 32.98729, 0.416125, 0.412224, 0.409659, 0.938072, 0, 0, 3.961289, 45.57610, NaN 
2:23:43.354 PM 2/13/2018 , 3.784698, 45.57763, 47.59325, NaN, 0.950773, 32.98732, 0.416147, 0.412229, 0.409666, 0.938093, 0, 0, 3.961516, 45.57657, NaN 
2:23:44.346 PM 2/13/2018 , 4.222713, 45.58128, 47.58871, NaN, 0.950682, 32.98626, 0.416138, 0.412236, 0.409663, 0.938082, 0, 0, 3.961724, 45.57715, NaN 
2:23:45.347 PM 2/13/2018 , 3.706757, 45.57331, 47.58170, NaN, 0.950367, 32.98729, 0.416159, 0.412249, 0.409695, 0.938156, 0, 0, 3.961862, 45.57767, NaN 
2:23:46.348 PM 2/13/2018 , 4.309772, 45.58225, 47.58058, NaN, 0.950687, 32.98731, 0.416180, 0.412267, 0.409704, 0.938246, 0, 0, 3.961955, 45.57809, NaN 
2:23:47.350 PM 2/13/2018 , 3.714663, 45.57689, 47.57030, NaN, 0.950597, 32.98736, 0.416179, 0.412282, 0.409704, 0.938207, 0, 0, 3.961963, 45.57839, NaN 
2:23:48.351 PM 2/13/2018 , 4.016758, 45.58166, 47.56218, NaN, 0.950765, 32.98633, 0.416194, 0.412286, 0.409717, 0.938130, 0, 0, 3.961947, 45.57862, NaN 
2:23:49.343 PM 2/13/2018 , 3.986023, 45.57875, 47.55987, NaN, 0.950766, 32.98731, 0.416100, 0.412214, 0.409641, 0.938097, 0, 0, 3.961918, 45.57879, NaN 
2:23:50.344 PM 2/13/2018 , 3.766891, 45.57719, 47.54922, NaN, 0.950515, 32.98817, 0.416113, 0.412216, 0.409645, 0.938086, 0, 0, 3.961868, 45.57891, NaN 
2:23:51.356 PM 2/13/2018 , 4.243527, 45.58292, 47.54862, NaN, 0.950855, 32.98731, 0.416122, 0.412218, 0.409650, 0.938080, 0, 0, 3.961753, 45.57892, NaN 
2:23:52.357 PM 2/13/2018 , 3.699604, 45.57368, 47.53438, NaN, 0.950686, 32.98730, 0.416145, 0.412233, 0.409660, 0.938118, 0, 0, 3.961584, 45.57892, NaN 
2:23:53.348 PM 2/13/2018 , 4.298862, 45.58382, 47.53535, NaN, 0.950600, 32.98730, 0.416138, 0.412230, 0.409666, 0.938105, 0, 0, 3.961403, 45.57901, NaN 
2:23:54.350 PM 2/13/2018 , 3.734597, 45.57860, 47.51911, NaN, 0.950600, 32.98822, 0.416118, 0.412210, 0.409655, 0.938058, 0, 0, 3.961193, 45.57916, NaN 
2:23:55.351 PM 2/13/2018 , 3.952503, 45.58352, 47.51218, NaN, 0.950763, 32.98734, 0.416103, 0.412207, 0.409634, 0.938062, 0, 0, 3.961048, 45.57938, NaN 
2:23:56.353 PM 2/13/2018 , 4.045484, 45.58263, 47.51144, NaN, 0.950681, 32.98631, 0.416197, 0.412283, 0.409732, 0.938213, 0, 0, 3.961035, 45.57970, NaN 
2:23:57.354 PM 2/13/2018 , 3.752753, 45.57994, 47.50421, NaN, 0.950687, 32.98733, 0.416173, 0.412274, 0.409706, 0.938239, 0, 0, 3.961150, 45.58010, NaN 
2:23:58.356 PM 2/13/2018 , 4.264224, 45.58799, 47.50145, NaN, 0.950681, 32.98729, 0.416163, 0.412261, 0.409697, 0.938161, 0, 0, 3.961310, 45.58058, NaN 
2:23:59.357 PM 2/13/2018 , 3.694725, 45.58009, 47.49586, NaN, 0.950535, 32.98728, 0.416183, 0.412269, 0.409700, 0.938188, 0, 0, 3.961509, 45.58108, NaN 
2:24:00.349 PM 2/13/2018 , 4.279336, 45.58687, 47.49840, NaN, 0.950857, 32.98727, 0.416198, 0.412304, 0.409731, 0.938262, 0, 0, 3.961775, 45.58171, NaN 
2:24:01.350 PM 2/13/2018 , 3.761983, 45.58285, 47.49683, NaN, 0.950684, 32.98736, 0.416171, 0.412256, 0.409694, 0.938319, 0, 0, 3.961974, 45.58240, NaN 
2:24:02.351 PM 2/13/2018 , 3.895853, 45.58516, 47.49192, NaN, 0.950367, 32.98738, 0.416178, 0.412263, 0.409696, 0.938283, 0, 0, 3.962078, 45.58301, NaN 
2:24:03.353 PM 2/13/2018 , 4.098205, 45.58501, 47.49467, NaN, 0.950681, 32.98630, 0.416166, 0.412246, 0.409668, 0.938237, 0, 0, 3.962120, 45.58352, NaN 
2:24:04.354 PM 2/13/2018 , 3.741946, 45.58173, 47.49124, NaN, 0.950598, 32.98728, 0.416208, 0.412276, 0.409724, 0.938323, 0, 0, 3.962108, 45.58385, NaN 
2:24:05.356 PM 2/13/2018 , 4.280827, 45.58851, 47.49340, NaN, 0.950689, 32.98734, 0.416074, 0.412184, 0.409618, 0.938107, 0, 0, 3.962059, 45.58397, NaN 
2:24:06.357 PM 2/13/2018 , 3.690395, 45.58180, 47.49549, NaN, 0.950685, 32.98627, 0.416058, 0.412163, 0.409597, 0.938081, 0, 0, 3.962060, 45.58405, NaN 
2:24:07.349 PM 2/13/2018 , 4.246647, 45.58784, 47.49251, NaN, 0.950769, 32.98628, 0.416109, 0.412203, 0.409638, 0.938169, 0, 0, 3.962141, 45.58416, NaN 
2:24:08.350 PM 2/13/2018 , 3.791860, 45.58113, 47.48603, NaN, 0.951001, 32.98631, 0.416211, 0.412279, 0.409731, 0.938237, 0, 0, 3.962114, 45.58426, NaN 
2:24:09.351 PM 2/13/2018 , 3.851183, 45.57920, 47.48625, NaN, 0.950764, 32.98635, 0.416237, 0.412317, 0.409758, 0.938217, 0, 0, 3.961914, 45.58433, NaN 
2:24:10.353 PM 2/13/2018 , 4.137664, 45.58680, 47.48476, NaN, 0.950684, 32.98736, 0.416237, 0.412317, 0.409741, 0.938179, 0, 0, 3.961587, 45.58422, NaN 
2:24:11.354 PM 2/13/2018 , 3.730045, 45.58270, 47.47723, NaN, 0.950685, 32.98825, 0.416242, 0.412307, 0.409742, 0.938242, 0, 0, 3.961195, 45.58395, NaN 
2:24:12.356 PM 2/13/2018 , 4.293476, 45.58597, 47.47195, NaN, 0.950681, 32.98731, 0.416218, 0.412307, 0.409748, 0.938148, 0, 0, 3.960817, 45.58386, NaN 
2:24:13.347 PM 2/13/2018 , 3.689661, 45.58285, 47.46055, NaN, 0.950851, 32.98716, 0.416189, 0.412263, 0.409693, 0.938065, 0, 0, 3.960605, 45.58409, NaN 
2:24:14.349 PM 2/13/2018 , 4.199580, 45.58806, 47.45831, NaN, 0.950776, 32.98729, 0.416197, 0.412276, 0.409717, 0.938103, 0, 0, 3.960647, 45.58443, NaN 
2:24:15.350 PM 2/13/2018 , 3.831331, 45.58396, 47.45511, NaN, 0.950856, 32.98736, 0.416222, 0.412307, 0.409750, 0.938035, 0, 0, 3.960773, 45.58480, NaN 
2:24:16.352 PM 2/13/2018 , 3.824674, 45.58501, 47.45294, NaN, 0.950684, 32.98736, 0.416186, 0.412288, 0.409719, 0.938075, 0, 0, 3.960911, 45.58514, NaN 
2:24:17.353 PM 2/13/2018 , 4.173035, 45.58635, 47.45190, NaN, 0.950597, 32.98736, 0.416253, 0.412313, 0.409762, 0.938039, 0, 0, 3.961051, 45.58538, NaN 
2:24:18.354 PM 2/13/2018 , 3.720639, 45.58173, 47.44713, NaN, 0.950767, 32.98833, 0.416163, 0.412261, 0.409697, 0.937888, 0, 0, 3.961189, 45.58549, NaN 
2:24:19.356 PM 2/13/2018 , 4.303560, 45.58769, 47.44937, NaN, 0.950684, 32.98737, 0.416208, 0.412295, 0.409723, 0.937920, 0, 0, 3.961309, 45.58538, NaN 
2:24:20.357 PM 2/13/2018 , 3.693709, 45.58173, 47.45280, NaN, 0.950680, 32.98738, 0.416189, 0.412279, 0.409705, 0.937975, 0, 0, 3.961339, 45.58511, NaN 
2:24:21.349 PM 2/13/2018 , 4.305767, 45.58926, 47.45198, NaN, 0.950602, 32.98628, 0.416202, 0.412281, 0.409723, 0.937919, 0, 0, 3.961265, 45.58466, NaN 
2:24:22.350 PM 2/13/2018 , 3.695041, 45.58106, 47.45212, NaN, 0.950998, 32.98635, 0.416219, 0.412305, 0.409740, 0.938071, 0, 0, 3.961145, 45.58441, NaN 
2:24:23.352 PM 2/13/2018 , 4.118637, 45.58597, 47.45675, NaN, 0.950680, 32.98730, 0.416229, 0.412290, 0.409739, 0.938011, 0, 0, 3.961076, 45.58445, NaN 
2:24:24.353 PM 2/13/2018 , 4.202817, 45.58657, 47.45861, NaN, 0.950455, 32.98823, 0.416204, 0.412274, 0.409706, 0.937947, 0, 0, 3.961002, 45.58454, NaN 
2:24:25.354 PM 2/13/2018 , 3.791809, 45.58314, 47.45161, NaN, 0.950769, 32.98633, 0.416222, 0.412298, 0.409736, 0.937938, 0, 0, 3.960898, 45.58456, NaN 
2:24:26.356 PM 2/13/2018 , 4.210487, 45.58665, 47.45458, NaN, 0.950686, 32.98822, 0.416162, 0.412249, 0.409693, 0.937959, 0, 0, 3.960839, 45.58451, NaN 
2:24:27.357 PM 2/13/2018 , 3.708642, 45.58024, 47.44848, NaN, 0.950603, 32.98730, 0.416162, 0.412251, 0.409687, 0.937930, 0, 0, 3.960795, 45.58440, NaN 
2:24:28.349 PM 2/13/2018 , 4.307498, 45.58665, 47.45145, NaN, 0.950770, 32.98728, 0.416181, 0.412255, 0.409703, 0.938002, 0, 0, 3.960729, 45.58423, NaN 
2:24:29.350 PM 2/13/2018 , 3.706125, 45.58180, 47.44512, NaN, 0.950684, 32.98628, 0.416203, 0.412271, 0.409719, 0.937994, 0, 0, 3.960561, 45.58401, NaN 
2:24:30.352 PM 2/13/2018 , 4.045356, 45.58702, 47.44207, NaN, 0.950683, 32.98737, 0.416193, 0.412289, 0.409712, 0.937853, 0, 0, 3.960339, 45.58382, NaN 
2:24:31.353 PM 2/13/2018 , 3.961485, 45.58494, 47.44624, NaN, 0.950598, 32.98628, 0.416133, 0.412235, 0.409663, 0.937783, 0, 0, 3.960183, 45.58383, NaN 
2:24:32.355 PM 2/13/2018 , 3.772778, 45.58300, 47.43931, NaN, 0.950597, 32.98723, 0.416141, 0.412249, 0.409671, 0.937835, 0, 0, 3.960222, 45.58406, NaN 
2:24:33.356 PM 2/13/2018 , 4.234146, 45.58836, 47.44013, NaN, 0.950681, 32.98827, 0.416260, 0.412345, 0.409768, 0.938025, 0, 0, 3.960363, 45.58437, NaN 
2:24:34.357 PM 2/13/2018 , 3.700713, 45.58113, 47.43938, NaN, 0.950599, 32.98731, 0.416325, 0.412394, 0.409837, 0.938079, 0, 0, 3.960448, 45.58467, NaN 
2:24:35.359 PM 2/13/2018 , 4.304005, 45.58739, 47.43558, NaN, 0.950690, 32.98823, 0.416299, 0.412389, 0.409822, 0.937956, 0, 0, 3.960412, 45.58490, NaN 
2:24:36.370 PM 2/13/2018 , 3.724691, 45.58248, 47.43022, NaN, 0.950606, 32.98732, 0.416236, 0.412335, 0.409771, 0.937852, 0, 0, 3.960307, 45.58503, NaN 
2:24:37.372 PM 2/13/2018 , 3.973392, 45.58635, 47.42597, NaN, 0.950601, 32.98728, 0.416291, 0.412361, 0.409795, 0.937895, 0, 0, 3.960305, 45.58514, NaN 
2:24:38.363 PM 2/13/2018 , 4.023752, 45.58694, 47.42448, NaN, 0.950598, 32.98729, 0.416279, 0.412350, 0.409788, 0.937912, 0, 0, 3.960359, 45.58524, NaN 
2:24:39.365 PM 2/13/2018 , 3.756249, 45.58575, 47.41643, NaN, 0.950435, 32.98630, 0.416308, 0.412379, 0.409817, 0.937876, 0, 0, 3.960424, 45.58537, NaN 
2:24:40.366 PM 2/13/2018 , 4.256500, 45.58911, 47.41182, NaN, 0.950366, 32.98634, 0.416368, 0.412420, 0.409866, 0.937972, 0, 0, 3.960500, 45.58550, NaN 
2:24:41.368 PM 2/13/2018 , 3.695493, 45.58121, 47.40213, NaN, 0.950680, 32.98731, 0.416353, 0.412413, 0.409856, 0.938085, 0, 0, 3.960577, 45.58567, NaN 
2:24:42.369 PM 2/13/2018 , 4.286007, 45.58903, 47.39892, NaN, 0.950680, 32.98718, 0.416353, 0.412427, 0.409867, 0.938070, 0, 0, 3.960693, 45.58582, NaN 
2:24:43.370 PM 2/13/2018 , 3.751848, 45.58173, 47.39558, NaN, 0.950602, 32.98741, 0.416320, 0.412391, 0.409844, 0.938063, 0, 0, 3.960832, 45.58583, NaN 
2:24:44.372 PM 2/13/2018 , 3.909663, 45.58591, 47.38827, NaN, 0.950769, 32.98626, 0.416321, 0.412404, 0.409850, 0.938101, 0, 0, 3.960973, 45.58567, NaN 
2:24:45.363 PM 2/13/2018 , 4.083966, 45.58620, 47.38574, NaN, 0.950602, 32.98819, 0.416287, 0.412371, 0.409817, 0.938077, 0, 0, 3.961050, 45.58541, NaN 
2:24:46.365 PM 2/13/2018 , 3.741111, 45.58277, 47.37717, NaN, 0.950769, 32.98818, 0.416253, 0.412331, 0.409779, 0.938068, 0, 0, 3.961095, 45.58520, NaN 
2:24:47.366 PM 2/13/2018 , 4.275136, 45.58687, 47.37508, NaN, 0.950852, 32.98626, 0.416235, 0.412320, 0.409761, 0.937971, 0, 0, 3.961056, 45.58514, NaN 
2:24:48.368 PM 2/13/2018 , 3.689973, 45.58322, 47.36487, NaN, 0.950682, 32.98633, 0.416224, 0.412304, 0.409739, 0.938010, 0, 0, 3.960854, 45.58517, NaN 
